2025-05-21 17:16:24 | INFO     | app.service.employee_service:13 | load_employees() | [MainThread] | INITIALIZATION: Starting to load employee data from file: app/data/employees_details.json
2025-05-21 17:16:25 | INFO     | app.service.employee_service:36 | load_employees() | [MainThread] | STATISTICS: Department distribution: {'Finance': 3, 'HR': 2, 'IT': 5, 'QA': 2, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-21 17:16:25 | INFO     | app.service.employee_service:38 | load_employees() | [MainThread] | INITIALIZATION COMPLETE: Created 15 Employee objects successfully
2025-05-21 17:16:25 | INFO     | employee_api.main:57 | <module>() | [MainThread] | SERVER STARTUP: Initializing Employee API server
2025-05-21 17:16:25 | INFO     | employee_api.main:58 | <module>() | [MainThread] | SERVER CONFIG: Debug mode: False, Host: 127.0.0.1, Port: 5000
2025-05-21 17:16:25 | INFO     | employee_api.main:65 | <module>() | [MainThread] | SERVER ROUTES: Available endpoints: ['static [GET, HEAD, OPTIONS] /static/<path:filename>', 'index [GET, HEAD, OPTIONS] /', 'all_employees [GET, HEAD, OPTIONS] /employees', 'bench_employees [GET, HEAD, OPTIONS] /employees/bench', 'active_projects [GET, HEAD, OPTIONS] /employees/active_projects', 'completed_projects [GET, HEAD, OPTIONS] /employees/completed_projects']
2025-05-21 17:16:25 | INFO     | employee_api.main:66 | <module>() | [MainThread] | SERVER READY: Employee API server is ready to accept requests
2025-05-21 17:20:01 | INFO     | employee_api.main:48 | completed_projects() | [Thread-2 (process_request_thread)] | API REQUEST [2398906507440]: Completed projects endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-21 17:20:01 | INFO     | app.service.employee_service:74 | get_by_project_status() | [Thread-2 (process_request_thread)] | API REQUEST: Filtering employees by project status: 'completed'
2025-05-21 17:20:01 | INFO     | app.service.employee_service:89 | get_by_project_status() | [Thread-2 (process_request_thread)] | STATISTICS: Found 6 employees (40.00% of workforce) with 6 'completed' projects
2025-05-21 17:20:01 | INFO     | app.service.employee_service:97 | get_by_project_status() | [Thread-2 (process_request_thread)] | DETAILED BREAKDOWN: Employees with 'completed' projects by department: {'HR': 1, 'IT': 2, 'Finance': 2, 'QA': 1}
2025-05-21 17:20:01 | INFO     | app.service.employee_service:99 | get_by_project_status() | [Thread-2 (process_request_thread)] | API RESPONSE: Returning 6 employee records with 'completed' projects
2025-05-21 17:20:01 | INFO     | employee_api.main:52 | completed_projects() | [Thread-2 (process_request_thread)] | API RESPONSE [2398906507440]: Returning 6 employees with completed projects with HTTP 200 status
2025-05-21 17:20:47 | INFO     | employee_api.main:18 | all_employees() | [Thread-3 (process_request_thread)] | API REQUEST [2398906507440]: All employees endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-21 17:20:47 | INFO     | app.service.employee_service:47 | get_all_employees() | [Thread-3 (process_request_thread)] | API REQUEST: Retrieving complete employee dataset containing 15 records
2025-05-21 17:20:47 | INFO     | app.service.employee_service:49 | get_all_employees() | [Thread-3 (process_request_thread)] | API RESPONSE: Returning 15 employee records with 10 total projects
2025-05-21 17:20:47 | INFO     | employee_api.main:22 | all_employees() | [Thread-3 (process_request_thread)] | API RESPONSE [2398906507440]: Returning 15 employees with HTTP 200 status
2025-05-21 17:21:51 | INFO     | employee_api.main:28 | bench_employees() | [Thread-4 (process_request_thread)] | API REQUEST [2398906507440]: Bench employees endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-21 17:21:51 | INFO     | app.service.employee_service:53 | get_bench_employees() | [Thread-4 (process_request_thread)] | API REQUEST: Filtering for bench employees from total 15 employees
2025-05-21 17:21:51 | INFO     | app.service.employee_service:60 | get_bench_employees() | [Thread-4 (process_request_thread)] | STATISTICS: Found 6 employees on bench (40.00% of workforce)
2025-05-21 17:21:51 | INFO     | app.service.employee_service:68 | get_bench_employees() | [Thread-4 (process_request_thread)] | DETAILED BREAKDOWN: Bench employees by department: {'Finance': 1, 'QA': 1, 'HR': 1, 'Marketing': 1, 'Operations': 1, 'Support': 1}
2025-05-21 17:21:51 | INFO     | app.service.employee_service:70 | get_bench_employees() | [Thread-4 (process_request_thread)] | API RESPONSE: Returning 6 bench employee records
2025-05-21 17:21:51 | INFO     | employee_api.main:32 | bench_employees() | [Thread-4 (process_request_thread)] | API RESPONSE [2398906507440]: Returning 6 bench employees with HTTP 200 status
2025-05-21 17:23:02 | INFO     | employee_api.main:38 | active_projects() | [Thread-6 (process_request_thread)] | API REQUEST [2398906507440]: Active projects endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-21 17:23:02 | INFO     | app.service.employee_service:74 | get_by_project_status() | [Thread-6 (process_request_thread)] | API REQUEST: Filtering employees by project status: 'active'
2025-05-21 17:23:02 | INFO     | app.service.employee_service:89 | get_by_project_status() | [Thread-6 (process_request_thread)] | STATISTICS: Found 4 employees (26.67% of workforce) with 4 'active' projects
2025-05-21 17:23:02 | INFO     | app.service.employee_service:97 | get_by_project_status() | [Thread-6 (process_request_thread)] | DETAILED BREAKDOWN: Employees with 'active' projects by department: {'IT': 4}
2025-05-21 17:23:02 | INFO     | app.service.employee_service:99 | get_by_project_status() | [Thread-6 (process_request_thread)] | API RESPONSE: Returning 4 employee records with 'active' projects
2025-05-21 17:23:02 | INFO     | employee_api.main:42 | active_projects() | [Thread-6 (process_request_thread)] | API RESPONSE [2398906507440]: Returning 4 employees with active projects with HTTP 200 status
2025-05-21 17:24:02 | INFO     | employee_api.main:48 | completed_projects() | [Thread-7 (process_request_thread)] | API REQUEST [2398906507440]: Completed projects endpoint called from IP: 127.0.0.1, User-Agent: PostmanRuntime/7.43.4
2025-05-21 17:24:02 | INFO     | app.service.employee_service:74 | get_by_project_status() | [Thread-7 (process_request_thread)] | API REQUEST: Filtering employees by project status: 'completed'
2025-05-21 17:24:02 | INFO     | app.service.employee_service:89 | get_by_project_status() | [Thread-7 (process_request_thread)] | STATISTICS: Found 6 employees (40.00% of workforce) with 6 'completed' projects
2025-05-21 17:24:02 | INFO     | app.service.employee_service:97 | get_by_project_status() | [Thread-7 (process_request_thread)] | DETAILED BREAKDOWN: Employees with 'completed' projects by department: {'HR': 1, 'IT': 2, 'Finance': 2, 'QA': 1}
2025-05-21 17:24:02 | INFO     | app.service.employee_service:99 | get_by_project_status() | [Thread-7 (process_request_thread)] | API RESPONSE: Returning 6 employee records with 'completed' projects
2025-05-21 17:24:02 | INFO     | employee_api.main:52 | completed_projects() | [Thread-7 (process_request_thread)] | API RESPONSE [2398906507440]: Returning 6 employees with completed projects with HTTP 200 status
